Eng Displ,# Cyl,Comb Unadj FE - Conventional Fuel,# Gears,Max Ethanol % - Gasoline,Intake Valves Per Cyl,Exhaust Valves Per Cyl,Stop/Start System (Engine Management System)  Description,Lockup Torque Converter,Calc Approach Desc,Cyl Deact?,Trans Creeper Gear
1.6,4,41.519,6,10.0,2,2,none,Y,not filled in,^^,N
,4,28.7447,6,10.0,2,2,No,Y,Derived 5-cycle label,N,N
,8,23.404,5,10.0,1,1,No,,Derived 5-cycle label,Y,N
,6,27.3312,7,10.0,2,2,none,N,Derived 5-cycle label,N,N
1.6,4,40.9233,6,10.0,2,2,none,   ,Derived 5-cycle label,^^,N
,4,40.9233,6,10.0,2,2,No,N,not filled in,^^,N
,4,37.6394,6,10.0,2,2,No,Y,not filled in,N,N
3.0,6,27.1317,8,85.0,2,2,none,,Derived 5-cycle label,^^,N
2.0,4,28.5339,6,10.0,2,2,No,Y,Derived 5-cycle label,N,N
2.4,4,30.5156,6,10.0,2,2,No,Y,not filled in,^^,N
1.8,4,37.673,6,10.0,2,2,No,Y,not filled in,N,N
3.0,6,28.1037,8,10.0,2,2,No,Y,Derived 5-cycle label,^^,N
,8,22.8351,8,15.0,2,2,No,,Derived 5-cycle label,N,N
3.5,6,28.9732,6,10.0,2,2,No,   ,Derived 5-cycle label,Y,N
1.8,4,36.9594,6,15.0,2,2,No,   ,Derived 5-cycle label,^^,N
2.0,4,33.2006,6,15.0,2,2,No,,Derived 5-cycle label,^^,N
2.4,4,36.1537,6,10.0,2,2,No,   ,Derived 5-cycle label,^^,N
,4,31.3793,6,10.0,2,2,No,Y,not filled in,N,N
2.0,4,33.2899,6,10.0,2,2,No,N,Vehicle Specific 5-cycle label,^^,N
2.4,4,31.6736,6,10.0,2,2,No,N,not filled in,^^,N
2.0,4,34.7312,6,10.0,2,2,Yes,N,not filled in,^^,N
3.0,6,26.8955,7,10.0,2,2,Yes,,not filled in,N,N
6.2,8,21.2913,6,10.0,1,1,No,   ,Derived 5-cycle label,N,N
3.6,6,27.3695,5,10.0,2,2,No,,not filled in,^^,N
,6,27.8831,1,10.0,2,2,none,Y,Derived 5-cycle label,N,N
,6,26.3649,6,85.0,2,2,No,Y,Derived 5-cycle label,^^,N
,6,30.5199,6,10.0,2,2,No,Y,Derived 5-cycle label,Y,N
3.0,6,27.2497,8,10.0,2,2,none,Y,Vehicle Specific 5-cycle label,^^,N
,4,35.9404,1,10.0,2,2,none,Y,Derived 5-cycle label,N,N
,4,27.1897,6,10.0,2,2,No,   ,Derived 5-cycle label,N,N
4.3,8,19.8313,7,10.0,2,2,none,   ,Derived 5-cycle label,N,N
2.4,4,31.5448,4,10.0,2,2,No,   ,Derived 5-cycle label,N,N
2.0,4,38.6792,6,10.0,2,2,No,,Derived 5-cycle label,^^,N
2.0,4,Mod,6,,2,2,none,Y,Derived 5-cycle label,^^,N
1.2,3,54.8785,1,10.0,2,2,No,Y,not filled in,^^,N
6.4,8,21.6811,6,10.0,1,1,none,,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,^^,N
4.6,8,23.4963,8,15.0,2,2,No,,not filled in,^^,N
3.8,6,28.4217,7,10.0,2,2,none,N,Derived 5-cycle label,N,N
,4,36.6274,1,10.0,2,2,No,Y,Derived 5-cycle label,N,N
2.0,4,45.1334,6,10.0,2,2,No,N,not filled in,^^,N
3.3,6,26.076,6,10.0,2,2,none,Y,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N,N
5.0,8,24.0404,6,10.0,2,2,none,   ,Derived 5-cycle label,N,N
2.0,4,Mod,6,,2,2,No,   ,Derived 5-cycle label,^^,N
2.0,4,36.2536,6,10.0,2,2,none,N,not filled in,N,N
1.6,4,34.5814,6,10.0,2,2,No,Y,not filled in,^^,N
2.0,4,31.2651,6,10.0,2,2,none,N,Derived 5-cycle label,^^,N
3.6,6,28.5088,6,10.0,2,2,none,,Vehicle Specific 5-cycle label,N,N
,8,25.389,7,10.0,2,2,No,Y,Vehicle Specific 5-cycle label,^^,N
,8,24.7961,8,15.0,2,2,No,,Derived 5-cycle label,^^,N
3.7,6,26.3363,7,10.0,2,2,No,,Derived 5-cycle label,^^,N
1.8,4,34.3652,6,10.0,2,2,none,N,not filled in,^^,N
3.6,6,25.2919,6,10.0,2,2,No,   ,Derived 5-cycle label,N,N
,6,27.7584,8,10.0,2,2,Yes,Y,not filled in,^^,N
,6,27.9945,9,10.0,2,2,No,   ,Derived 5-cycle label,^^,N
2.0,4,31.4687,1,10.0,2,2,No,   ,Derived 5-cycle label,^^,N
6.3,12,17.0002,7,10.0,2,2,none,N,Derived 5-cycle label,N,N
,4,31.5986,6,10.0,2,2,No,N,Vehicle Specific 5-cycle label,^^,N
,4,41.305,1,10.0,2,2,Yes,Y,not filled in,N,N
1.4,4,40.4989,5,10.0,2,2,none,   ,Derived 5-cycle label,^^,N
,8,20.8978,7,10.0,2,2,No,Y,Derived 5-cycle label,N,N
4.6,8,18.0094,4,85.0,1,1,No,   ,Derived 5-cycle label,N,N
,4,51.5229,6,10.0,2,2,No,,Derived 5-cycle label,^^,N
3.5,6,42.0623,7,10.0,2,2,Yes,,Derived 5-cycle label,^^,N
,8,23.6962,7,10.0,2,2,No,,Derived 5-cycle label,^^,N
2.0,4,35.2258,8,10.0,2,2,none,N,Derived 5-cycle label,^^,N
3.0,6,30.813,8,10.0,2,2,none,Y,not filled in,^^,N
1.6,4,39.4431,6,10.0,2,2,No,   ,not filled in,N,N
4.6,8,24.7961,8,15.0,2,2,No,   ,Derived 5-cycle label,^^,N
,8,22.9305,8,10.0,2,2,Yes,,Derived 5-cycle label,^^,N
3.6,6,26.8704,6,10.0,2,2,No,   ,Derived 5-cycle label,^^,N
5.0,8,21.4167,6,10.0,2,2,No,   ,not filled in,N,N
,6,25.8305,6,15.0,2,2,No,Y,Derived 5-cycle label,N,N
4.7,8,23.0728,7,10.0,2,2,none,Y,not filled in,^^,N
,8,21.4863,8,10.0,1,1,No,   ,Derived 5-cycle label,Y,N
2.0,4,37.37,6,10.0,2,2,No,   ,Derived 5-cycle label,^^,N
,8,17.0703,6,10.0,2,2,none,N,Vehicle Specific 5-cycle label,N,N
,6,26.9372,7,10.0,2,2,No,Y,not filled in,N,N
,6,40.2779,8,,2,2,No,Y,Derived 5-cycle label,^^,N
3.7,6,26.1811,6,10.0,2,2,No,N,Derived 5-cycle label,^^,N
3.5,6,30.313,7,10.0,2,2,none,Y,not filled in,N,N
1.8,4,40.9289,6,10.0,2,2,No,,Derived 5-cycle label,^^,N
3.6,6,27.9923,8,85.0,2,2,No,   ,Derived 5-cycle label,N,N
3.6,6,27.3695,5,10.0,2,2,none,,Derived 5-cycle label,^^,N
1.6,4,34.5814,6,10.0,2,2,No,Y,not filled in,^^,N
4.4,8,22.0246,6,10.0,2,2,none,N,not filled in,N,N
2.0,4,29.7505,6,10.0,2,2,No,   ,Derived 5-cycle label,N,N
,8,22.0455,6,85.0,1,1,No,Y,Derived 5-cycle label,Y,N
,6,23.9882,6,10.0,2,2,No,,Derived 5-cycle label,N,N
1.6,4,40.7262,4,10.0,2,2,No,Y,not filled in,^^,N
6.0,8,15.9434,6,85.0,1,1,none,Y,Derived 5-cycle label,N,N
2.5,5,30.3918,6,10.0,2,2,none,Y,Vehicle Specific 5-cycle label,^^,N
,4,35.8732,6,10.0,2,2,No,Y,Derived 5-cycle label,N,N
1.6,4,35.9089,6,10.0,2,2,No,   ,not filled in,^^,N
4.7,8,25.0558,7,10.0,2,2,Yes,   ,not filled in,^^,N
,6,23.9231,5,10.0,2,2,No,   ,Derived 5-cycle label,^^,N
3.0,6,30.745,6,10.0,2,2,Yes,N,not filled in,N,N
3.6,6,28.1669,7,10.0,2,2,Yes,   ,Derived 5-cycle label,N,N
2.5,4,43.3878,6,10.0,2,2,none,,Derived 5-cycle label,^^,N
3.6,6,27.0732,6,10.0,2,2,No,   ,Derived 5-cycle label,^^,N
6.0,8,15.7229,6,85.0,1,1,No,   ,Derived 5-cycle label,N,N
2.0,4,37.0989,6,10.0,2,2,No,,not filled in,^^,N
,4,31.0576,9,10.0,2,2,No,Y,Derived 5-cycle label,N,N
,8,19.7604,7,10.0,2,2,none,Y,Vehicle Specific 5-cycle label,N,N
1.6,4,31.6054,6,10.0,2,2,none,,Derived 5-cycle label,N,N
,4,34.5259,8,10.0,2,2,Yes,Y,not filled in,N,N
3.5,6,27.2264,6,85.0,2,2,No,   ,Derived 5-cycle label,N,N
6.0,12,18.1658,8,85.0,2,2,none,   ,Vehicle Specific 5-cycle label,N,N
4.4,8,24.8022,8,10.0,2,2,Yes,,Derived 5-cycle label,N,N
3.5,6,27.2264,6,15.0,2,2,No,   ,Derived 5-cycle label,^^,N
1.8,4,36.2243,6,10.0,2,2,No,,not filled in,^^,N
,6,31.1222,7,10.0,2,2,Yes,Y,not filled in,N,N
3.5,6,30.3614,7,10.0,2,2,Yes,   ,Derived 5-cycle label,^^,N
,6,23.9236,6,10.0,2,2,No,   ,Derived 5-cycle label,N,N
,4,27.7568,6,10.0,2,2,No,   ,Derived 5-cycle label,N,N
2.4,4,51.2581,6,10.0,2,2,none,,Derived 5-cycle label,^^,N
3.7,6,26.2512,6,10.0,2,2,none,   ,Derived 5-cycle label,N,N
3.5,6,28.0575,6,10.0,2,2,none,,Derived 5-cycle label,^^,N
2.5,4,24.6068,6,10.0,2,2,No,   ,Derived 5-cycle label,^^,N
2.0,4,39.1805,6,10.0,2,2,none,N,Derived 5-cycle label,N,N
3.5,6,32.1996,6,10.0,2,2,No,,not filled in,^^,N
1.8,4,36.3333,5,10.0,2,2,none,,Vehicle Specific 5-cycle label,N,N
2.0,4,37.0727,6,10.0,2,2,none,   ,Derived 5-cycle label,^^,N
,4,34.9707,6,10.0,2,2,No,   ,Derived 5-cycle label,N,N
5.3,8,18.9825,4,85.0,1,1,No,   ,Derived 5-cycle label,^^,N
3.5,6,27.9077,6,15.0,2,2,none,Y,not filled in,^^,N
6.6,12,18.7023,8,10.0,2,2,No,   ,Vehicle Specific 5-cycle label,N,N
,6,41.3655,7,10.0,2,2,No,Y,not filled in,^^,N
,6,25.2316,6,15.0,2,2,No,   ,Derived 5-cycle label,N,N
6.2,8,14.1502,6,10.0,2,2,No,Y,Derived 5-cycle label,^^,N
2.0,4,34.7312,6,10.0,2,2,Yes,N,not filled in,^^,N
3.5,6,27.9753,6,10.0,2,2,No,   ,Derived 5-cycle label,^^,N
1.6,4,38.2932,6,10.0,2,2,No,N,not filled in,^^,N
4.0,6,23.5729,5,10.0,2,2,No,,not filled in,N,N
5.5,8,23.9504,7,10.0,2,2,none,   ,Vehicle Specific 5-cycle label,N,N
6.2,8,16.7111,6,15.0,1,1,none,Y,Derived 5-cycle label,N,N
2.4,4,31.7078,5,10.0,2,2,No,,Derived 5-cycle label,N,N
2.0,4,28.6649,6,10.0,2,2,No,Y,not filled in,^^,N
,8,15.13,6,85.0,1,1,No,Y,Derived 5-cycle label,N,N
2.0,4,37.2184,6,10.0,2,2,No,N,not filled in,N,N
6.2,8,17.9556,6,10.0,1,1,No,   ,Derived 5-cycle label,^^,N
2.0,4,32.279,6,10.0,2,2,No,   ,Vehicle Specific 5-cycle label,^^,N
2.5,4,24.6068,6,10.0,2,2,No,,Derived 5-cycle label,N,N
3.7,6,28.159,7,10.0,2,2,none,Y,Derived 5-cycle label,N,N
,4,30.4629,6,15.0,2,2,No,Y,Derived 5-cycle label,N,N
2.5,5,31.8984,6,10.0,2,2,none,,Vehicle Specific 5-cycle label,N,N
6.2,8,17.9556,6,10.0,1,1,No,   ,Derived 5-cycle label,^^,N
,6,24.4531,6,85.0,2,2,No,Y,not filled in,^^,N
1.6,4,33.045,6,10.0,2,2,none,Y,not filled in,^^,N
4.8,8,16.6993,6,10.0,1,1,none,Y,Derived 5-cycle label,N,N
,8,20.9921,6,85.0,1,1,No,Y,not filled in,^^,N
1.6,4,31.8522,6,10.0,2,2,none,,Derived 5-cycle label,N,N
3.6,6,27.3695,5,85.0,2,2,none,,Derived 5-cycle label,N,N
3.0,6,26.6245,6,10.0,2,2,No,   ,Vehicle Specific 5-cycle label,^^,N
,8,22.0455,6,85.0,1,1,No,Y,Derived 5-cycle label,Y,N
,4,32.1189,6,10.0,2,2,No,N,Derived 5-cycle label,^^,N
2.0,4,44.2635,6,,2,2,No,   ,Derived 5-cycle label,^^,N
4.4,8,24.8022,8,10.0,2,2,Yes,   ,Derived 5-cycle label,N,N
2.0,4,34.1556,8,10.0,2,2,Yes,   ,Derived 5-cycle label,N,N
5.3,8,18.9825,4,85.0,1,1,none,Y,Derived 5-cycle label,N,N
,6,23.9079,5,10.0,2,2,none,Y,Derived 5-cycle label,N,N
,6,26.1966,6,10.0,2,2,none,Y,Vehicle Specific 5-cycle label,N,N
2.5,4,30.3756,6,15.0,2,2,none,Y,Derived 5-cycle label,N,N
,6,24.6108,8,10.0,2,2,Yes,Y,not filled in,^^,N
4.4,8,24.2137,8,10.0,2,2,Yes,Y,not filled in,N,N
,4,25.7022,6,10.0,2,2,No,   ,Derived 5-cycle label,N,N
2.0,4,34.6338,6,10.0,2,2,none,N,Derived 5-cycle label,N,N
3.0,6,28.8274,8,10.0,2,2,Yes,,not filled in,^^,N
